Date,Scenario,CAE,SKU
8/24/2020,ACTUALS,Smith,YU3661      
8/24/2020,ACTUALS,Smith,YU3661      
8/24/2020,ACTUALS,Smith,YU3661      
8/24/2020,ACTUALS,Smith,YU3661      
8/24/2020,ACTUALS,Smith,YU3661      
8/24/2020,ACTUALS,Smith,YU3661      
8/24/2020,ACTUALS,Smith,YU3661      
8/24/2020,ACTUALS,Smith,YU3661      
8/24/2020,ACTUALS,Smith,YU3661      
8/24/2020,ACTUALS,Smith,ZH1618      
8/24/2020,ACTUALS,Smith,ZH1618      
8/24/2020,ACTUALS,Smith,2JP493      
8/24/2020,ACTUALS,Murphy,ZH1618      
8/24/2020,ACTUALS,Smith,ZH1618      
8/24/2020,ACTUALS,Ianova,ZH1618      
8/24/2020,ACTUALS,Smith,ZH1618      
8/24/2020,ACTUALS,Smith,ZH1618      
8/24/2020,ACTUALS,Ianova,RD1460      
8/24/2020,ACTUALS,Smith,ZH1618      
8/24/2020,ACTUALS,Smith,ZH1618      
8/24/2020,ACTUALS,Smith,ZH1618      
8/24/2020,ACTUALS,Smith,ZH1618      
8/24/2020,ACTUALS,Smith,ZH1618      
8/24/2020,ACTUALS,Ianova,RP6696      
8/24/2020,ACTUALS,Wang,RP6696      
8/24/2020,ACTUALS,Wang,ZH1618      
8/24/2020,ACTUALS,Wang,ZH1618      
8/24/2020,ACTUALS,Wang,ZH1618      
8/24/2020,ACTUALS,Wang,ZH1618      
8/24/2020,ACTUALS,Wang,ZH1618      
8/24/2020,ACTUALS,Wang,YZ3602      
8/24/2020,ACTUALS,Wang,ZH1618      
8/24/2020,ACTUALS,Wang,3AR470      
8/24/2020,ACTUALS,Wang,ZH1618      
8/24/2020,ACTUALS,Murphy,RD1459      
8/24/2020,ACTUALS,Murphy,RD1459      
8/24/2020,ACTUALS,Murphy,ZH1618      
8/24/2020,ACTUALS,Murphy,ZH1618      
8/24/2020,ACTUALS,Murphy,ZH1618      
8/24/2020,ACTUALS,Murphy,YZ3606      
8/24/2020,ACTUALS,Murphy,YZ3606      
8/24/2020,ACTUALS,Murphy,ZH1618      
8/24/2020,ACTUALS,Murphy,ZH1618      
8/24/2020,ACTUALS,Murphy,ZH1618      
8/24/2020,ACTUALS,Murphy,ZH1618      
8/24/2020,ACTUALS,Murphy,1FB284      
8/24/2020,ACTUALS,Murphy,ZH1618      
8/24/2020,ACTUALS,Murphy,UV4978      
8/24/2020,ACTUALS,Murphy,ZH1618      
8/24/2020,ACTUALS,Murphy,ZH1618      
8/24/2020,ACTUALS,Murphy,ZH1618      
8/24/2020,ACTUALS,Murphy,ZH1618      
8/24/2020,ACTUALS,Murphy,RD1460      
8/24/2020,ACTUALS,Murphy,RD1460      
8/24/2020,ACTUALS,Garcia,ZH1618      
8/24/2020,ACTUALS,Garcia,ZH1618      
8/24/2020,ACTUALS,Garcia,7M6081      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG251      
8/24/2020,ACTUALS,Garcia,2MG252      
8/24/2020,ACTUALS,Garcia,2MG252      
8/24/2020,ACTUALS,Garcia,2MG252      
8/24/2020,ACTUALS,Garcia,2MG252      
8/24/2020,ACTUALS,Garcia,2MG252      
8/24/2020,ACTUALS,Garcia,2MG252      
8/24/2020,ACTUALS,Garcia,2MG252      
8/24/2020,ACTUALS,Garcia,2MG252      
8/24/2020,ACTUALS,Garcia,2MG252      
8/24/2020,ACTUALS,Garcia,2MG254      
8/24/2020,ACTUALS,Garcia,2MG254      
8/24/2020,ACTUALS,Garcia,2MG256      
8/24/2020,ACTUALS,Garcia,2MG257      
8/24/2020,ACTUALS,Garcia,3AU874      
8/24/2020,ACTUALS,Garcia,3AU874      
8/24/2020,ACTUALS,Garcia,3AU875      
8/24/2020,ACTUALS,Garcia,3AU875      
8/24/2020,ACTUALS,Garcia,3AU875      
8/24/2020,ACTUALS,Garcia,3AU875      
8/24/2020,ACTUALS,Garcia,3AU876      
8/24/2020,ACTUALS,Garcia,3AU876      
8/24/2020,ACTUALS,Garcia,3AU876      
8/24/2020,ACTUALS,Garcia,3AU876      
8/24/2020,ACTUALS,Garcia,RD1460      
8/24/2020,ACTUALS,Garcia,ZH1618      
8/24/2020,ACTUALS,Garcia,ZH1618      
8/24/2020,ACTUALS,Garcia,ZH1618      
8/24/2020,ACTUALS,Garcia,2JP493      
8/24/2020,ACTUALS,Garcia,ZH1618      
8/24/2020,ACTUALS,Garcia,ZH1618      
8/23/2020,ACTUALS,Wang,RD1460      
8/23/2020,ACTUALS,Wang,TE1606      
8/23/2020,ACTUALS,Wang,8X7230      
8/23/2020,ACTUALS,Murphy,8J4958      
8/23/2020,ACTUALS,Smith,RD1460      
8/23/2020,ACTUALS,Smith,RD1460      
8/23/2020,ACTUALS,Smith,3N1609      
8/23/2020,ACTUALS,Smith,2JP477      
8/23/2020,ACTUALS,Ianova,RD1460      
8/23/2020,ACTUALS,Smith,3N1605      
8/23/2020,ACTUALS,Smith,3N1606      
8/23/2020,ACTUALS,Smith,3N1608      
8/23/2020,ACTUALS,Smith,3N1609      
8/23/2020,ACTUALS,Smith,3N1610      
8/23/2020,ACTUALS,Smith,3N1612      
8/23/2020,ACTUALS,Smith,3N1614      
8/23/2020,ACTUALS,Smith,3N1615      
8/23/2020,ACTUALS,Smith,3N1616      
8/23/2020,ACTUALS,Smith,3N1620      
8/23/2020,ACTUALS,Smith,9U7528      
8/23/2020,ACTUALS,Wang,YZ2880      
8/23/2020,ACTUALS,Murphy,2JP477      
8/23/2020,ACTUALS,Murphy,2JQ300      
8/23/2020,ACTUALS,Murphy,2JP477      
8/23/2020,ACTUALS,Murphy,2JQ300      
8/23/2020,ACTUALS,Murphy,3N1602      
8/23/2020,ACTUALS,Murphy,3N1603      
8/23/2020,ACTUALS,Murphy,RD1460      
8/23/2020,ACTUALS,Murphy,RD1460      
8/23/2020,ACTUALS,Murphy,YZ3604      
8/23/2020,ACTUALS,Garcia,RD1460      
8/22/2020,ACTUALS,Smith,ZH1618      
8/22/2020,ACTUALS,Wang,ZH1618      
8/22/2020,ACTUALS,Wang,ZH1618      
8/22/2020,ACTUALS,Wang,ZH1618      
8/22/2020,ACTUALS,Wang,ZH1618      
8/22/2020,ACTUALS,Wang,ZH1618      
8/22/2020,ACTUALS,Wang,ZH1618      
8/22/2020,ACTUALS,Wang,ZH1618      
8/22/2020,ACTUALS,Garcia,RD1460      
8/22/2020,ACTUALS,Garcia,ZH1618      
8/22/2020,ACTUALS,Garcia,ZH1618      
8/22/2020,ACTUALS,Garcia,ZH1618      
8/22/2020,ACTUALS,Garcia,ZH1618      
8/22/2020,ACTUALS,Ianova,RD1459      
8/22/2020,ACTUALS,Ianova,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Ianova,ZH1618      
8/22/2020,ACTUALS,Murphy,RD1459      
8/22/2020,ACTUALS,Murphy,RD1459      
8/22/2020,ACTUALS,Murphy,RD1459      
8/22/2020,ACTUALS,Murphy,RD1459      
8/22/2020,ACTUALS,Murphy,RD1459      
8/22/2020,ACTUALS,Ianova,ZH1618      
8/22/2020,ACTUALS,Ianova,RD1460      
8/22/2020,ACTUALS,Ianova,RD1459      
8/22/2020,ACTUALS,Ianova,2JP781      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Ianova,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Ianova,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Smith,ZH1618      
8/22/2020,ACTUALS,Smith,ZH1618      
8/22/2020,ACTUALS,Ianova,ZH1618      
8/22/2020,ACTUALS,Ianova,ZH1618      
8/22/2020,ACTUALS,Smith,ZH1618      
8/22/2020,ACTUALS,Smith,RD1459      
8/22/2020,ACTUALS,Smith,RD1459      
8/22/2020,ACTUALS,Smith,RD1459      
8/22/2020,ACTUALS,Smith,RD1459      
8/22/2020,ACTUALS,Smith,RD1459      
8/22/2020,ACTUALS,Smith,RD1459      
8/22/2020,ACTUALS,Smith,RD1459      
8/22/2020,ACTUALS,Garcia,ZH1618      
8/22/2020,ACTUALS,Smith,ZH1618      
8/22/2020,ACTUALS,Smith,ZH1618      
8/22/2020,ACTUALS,Smith,RD1459      
8/22/2020,ACTUALS,Smith,RD1459      
8/22/2020,ACTUALS,Smith,ZH1618      
8/22/2020,ACTUALS,Ianova,ZH1618      
8/22/2020,ACTUALS,Ianova,RD1460      
8/22/2020,ACTUALS,Ianova,ZH1618      
8/22/2020,ACTUALS,Smith,ZH1618      
8/22/2020,ACTUALS,Smith,ZH1618      
8/22/2020,ACTUALS,Ianova,ZH1618      
8/22/2020,ACTUALS,Ianova,ZH1618      
8/22/2020,ACTUALS,Garcia,ZH1618      
8/22/2020,ACTUALS,Smith,ZH1618      
8/22/2020,ACTUALS,Wang,ZH1618      
8/22/2020,ACTUALS,Wang,ZH1618      
8/22/2020,ACTUALS,Wang,ZH1618      
8/22/2020,ACTUALS,Murphy,RD1460      
8/22/2020,ACTUALS,Murphy,RD1460      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Murphy,RD1460      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Murphy,ZH1618      
8/22/2020,ACTUALS,Murphy,3N1612      
8/22/2020,ACTUALS,Murphy,9U7528      
8/22/2020,ACTUALS,Murphy,RD1459      
8/22/2020,ACTUALS,Garcia,ZH1618      
8/22/2020,ACTUALS,Garcia,ZH1618      
8/22/2020,ACTUALS,Garcia,ZH1618      
8/22/2020,ACTUALS,Garcia,ZH1618      
8/22/2020,ACTUALS,Garcia,RD1459      
8/22/2020,ACTUALS,Garcia,RD1460      
8/22/2020,ACTUALS,Garcia,RD1460      
8/22/2020,ACTUALS,Garcia,RD1460      
8/21/2020,ACTUALS,Smith,YU3661      
8/21/2020,ACTUALS,Smith,YU3661      
8/21/2020,ACTUALS,Wang,RD1460      
8/21/2020,ACTUALS,Garcia,YU3661      
8/21/2020,ACTUALS,Garcia,YU3661      
8/21/2020,ACTUALS,Murphy,YU3661      
8/21/2020,ACTUALS,Murphy,YU3661      
8/21/2020,ACTUALS,Smith,RD1459      
8/21/2020,ACTUALS,Smith,RD1459      
8/21/2020,ACTUALS,Smith,RD1459      
8/21/2020,ACTUALS,Smith,RD1459      
8/21/2020,ACTUALS,Smith,RD1459      
8/21/2020,ACTUALS,Smith,RD1459      
8/21/2020,ACTUALS,Smith,RD1459      
8/21/2020,ACTUALS,Garcia,RD1459      
8/21/2020,ACTUALS,Smith,8Z4139      
8/21/2020,ACTUALS,Smith,3N1605      
8/21/2020,ACTUALS,Smith,3N1608      
8/21/2020,ACTUALS,Smith,3N1609      
8/21/2020,ACTUALS,Smith,3N1612      
8/21/2020,ACTUALS,Smith,3N1613      
8/21/2020,ACTUALS,Smith,3N1618      
8/21/2020,ACTUALS,Wang,YU3661      
8/21/2020,ACTUALS,Murphy,RD1459      
8/21/2020,ACTUALS,Murphy,RD1459      
8/21/2020,ACTUALS,Murphy,RD1459      
8/21/2020,ACTUALS,Murphy,YU3661      
8/21/2020,ACTUALS,Murphy,YU3661      
8/21/2020,ACTUALS,Garcia,2MG251      
8/21/2020,ACTUALS,Garcia,2MG251      
8/21/2020,ACTUALS,Garcia,2MG251      
8/21/2020,ACTUALS,Garcia,2MG251      
8/21/2020,ACTUALS,Garcia,2MG251      
8/21/2020,ACTUALS,Garcia,2MG252      
8/21/2020,ACTUALS,Garcia,2MG252      
8/21/2020,ACTUALS,Garcia,2MG254      
8/21/2020,ACTUALS,Garcia,2MG254      
8/21/2020,ACTUALS,Garcia,2MG254      
8/21/2020,ACTUALS,Garcia,3AU874      
8/21/2020,ACTUALS,Garcia,3AU874      
8/21/2020,ACTUALS,Garcia,3AU874      
8/21/2020,ACTUALS,Garcia,3AU875      
8/21/2020,ACTUALS,Garcia,3AU875      
8/21/2020,ACTUALS,Garcia,3AU875      
8/21/2020,ACTUALS,Garcia,3AU875      
8/20/2020,ACTUALS,Wang,3N1622      
8/20/2020,ACTUALS,Wang,5BN396      
8/20/2020,ACTUALS,Wang,2MK552      
8/20/2020,ACTUALS,Garcia,RD1460      
8/20/2020,ACTUALS,Wang,RD1460      
8/20/2020,ACTUALS,Smith,RD1460      
8/20/2020,ACTUALS,Smith,RD1460      
8/20/2020,ACTUALS,Smith,RD1460      
8/20/2020,ACTUALS,Murphy,3N1602      
8/20/2020,ACTUALS,Murphy,3N1603      
8/20/2020,ACTUALS,Murphy,UV4978      
8/20/2020,ACTUALS,Murphy,7M6082      
8/20/2020,ACTUALS,Murphy,5BN393      
8/17/2020,ACTUALS,Wang,1FD455      
8/17/2020,ACTUALS,Murphy,8X7229      
8/17/2020,ACTUALS,Ianova,RD1460      
8/17/2020,ACTUALS,Ianova,RD1460      
8/17/2020,ACTUALS,Ianova,RD1460      
8/17/2020,ACTUALS,Smith,RD1459      
8/17/2020,ACTUALS,Smith,RD1459      
8/17/2020,ACTUALS,Ianova,7M4536      
8/17/2020,ACTUALS,Ianova,RD1460      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,YU3661      
8/17/2020,ACTUALS,Smith,RP6696      
8/17/2020,ACTUALS,Murphy,2JP477      
8/17/2020,ACTUALS,Murphy,2JQ300      
8/17/2020,ACTUALS,Murphy,YZ3606      
8/17/2020,ACTUALS,Garcia,2R7716      
8/17/2020,ACTUALS,Garcia,3E6167      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG251      
8/17/2020,ACTUALS,Garcia,2MG252      
8/17/2020,ACTUALS,Garcia,2MG252      
8/17/2020,ACTUALS,Garcia,2MG252      
8/17/2020,ACTUALS,Garcia,2MG254      
8/17/2020,ACTUALS,Garcia,2MG254      
8/17/2020,ACTUALS,Garcia,3AU874      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU875      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,3AU876      
8/17/2020,ACTUALS,Garcia,8K1421      
8/16/2020,ACTUALS,Garcia,RD1460      
8/16/2020,ACTUALS,Ianova,RD1460      
8/16/2020,ACTUALS,Ianova,RD1460      
8/16/2020,ACTUALS,Smith,RD1459      
8/16/2020,ACTUALS,Smith,RD1459      
8/16/2020,ACTUALS,Smith,RD1459      
8/16/2020,ACTUALS,Smith,RD1459      
8/16/2020,ACTUALS,Smith,RD1459      
8/16/2020,ACTUALS,Smith,RD1459      
8/16/2020,ACTUALS,Smith,RD1459      
8/16/2020,ACTUALS,Smith,RD1459      
8/16/2020,ACTUALS,Smith,RD1459      
8/16/2020,ACTUALS,Garcia,RD1460      
8/16/2020,ACTUALS,Smith,RD1459      
8/16/2020,ACTUALS,Smith,RD1459      
8/16/2020,ACTUALS,Smith,RD1459      
8/16/2020,ACTUALS,Smith,RD1460      
8/16/2020,ACTUALS,Smith,RD1460      
8/16/2020,ACTUALS,Smith,RD1461      
8/16/2020,ACTUALS,Smith,RD1462      
8/16/2020,ACTUALS,Smith,RD1462      
8/15/2020,ACTUALS,Wang,RD1460      
8/15/2020,ACTUALS,Wang,RD1460      
8/15/2020,ACTUALS,Wang,7M3897      
8/15/2020,ACTUALS,Wang,RP6696      
8/15/2020,ACTUALS,Murphy,2JP477      
8/15/2020,ACTUALS,Ianova,RD1460      
8/15/2020,ACTUALS,Ianova,8K1421      
8/15/2020,ACTUALS,Ianova,8K1421      
8/15/2020,ACTUALS,Ianova,7M6167      
8/15/2020,ACTUALS,Smith,RD1459      
8/15/2020,ACTUALS,Smith,RD1459      
8/15/2020,ACTUALS,Smith,RD1459      
8/15/2020,ACTUALS,Smith,RD1459      
8/15/2020,ACTUALS,Murphy,XU3172      
8/15/2020,ACTUALS,Garcia,RD1460      
8/15/2020,ACTUALS,Garcia,2JP477      
8/15/2020,ACTUALS,Garcia,2JP478      
8/15/2020,ACTUALS,Garcia,2JQ306      
8/15/2020,ACTUALS,Garcia,8K1421      
8/14/2020,ACTUALS,Wang,RD1459      
8/14/2020,ACTUALS,Wang,RD1459      
8/14/2020,ACTUALS,Garcia,RD1460      
8/14/2020,ACTUALS,Smith,RD1459      
8/14/2020,ACTUALS,Smith,RD1459      
8/14/2020,ACTUALS,Smith,RD1459      
8/14/2020,ACTUALS,Smith,RD1459      
8/14/2020,ACTUALS,Smith,RD1459      
8/14/2020,ACTUALS,Smith,RD1459      
8/14/2020,ACTUALS,Smith,RD1459      
8/14/2020,ACTUALS,Smith,RD1459      
8/14/2020,ACTUALS,Ianova,8X7065      
8/14/2020,ACTUALS,Smith,UV4978      
8/14/2020,ACTUALS,Ianova,RD1460      
8/14/2020,ACTUALS,Ianova,RD1460      
8/14/2020,ACTUALS,Ianova,RD1460      
8/14/2020,ACTUALS,Ianova,RD1460      
8/14/2020,ACTUALS,Ianova,RD1460      
8/14/2020,ACTUALS,Ianova,RD1460      
8/14/2020,ACTUALS,Ianova,RD1460      
8/14/2020,ACTUALS,Ianova,RD1460      
8/14/2020,ACTUALS,Ianova,RD1459      
8/14/2020,ACTUALS,Murphy,RD1460      
8/14/2020,ACTUALS,Murphy,7M4718      
8/14/2020,ACTUALS,Garcia,RD1460      
8/14/2020,ACTUALS,Garcia,RD1460      
8/13/2020,ACTUALS,Wang,RD1459      
8/13/2020,ACTUALS,Wang,RD1460      
8/13/2020,ACTUALS,Wang,YZ3604      
8/13/2020,ACTUALS,Wang,2R7725      
8/13/2020,ACTUALS,Wang,3E6154      
8/13/2020,ACTUALS,Wang,RD1460      
8/13/2020,ACTUALS,Garcia,RD1459      
8/13/2020,ACTUALS,Ianova,RD1459      
8/13/2020,ACTUALS,Murphy,RD1459      
8/13/2020,ACTUALS,Ianova,RD1460      
8/13/2020,ACTUALS,Ianova,RD1460      
8/13/2020,ACTUALS,Smith,RD1459      
8/13/2020,ACTUALS,Smith,RD1459      
8/13/2020,ACTUALS,Smith,RD1459      
8/13/2020,ACTUALS,Smith,RD1459      
8/13/2020,ACTUALS,Smith,RD1459      
8/13/2020,ACTUALS,Ianova,YZ3604      
8/13/2020,ACTUALS,Murphy,RD1459      
8/13/2020,ACTUALS,Murphy,1DC301      
8/13/2020,ACTUALS,Murphy,1DC301      
8/10/2020,ACTUALS,Wang,8X6646      
8/10/2020,ACTUALS,Garcia,YU3661      
8/10/2020,ACTUALS,Ianova,3K5455      
8/10/2020,ACTUALS,Ianova,3K5456      
8/10/2020,ACTUALS,Ianova,YZ3605      
8/10/2020,ACTUALS,Murphy,8X7065      
8/10/2020,ACTUALS,Murphy,YZ3606      
8/10/2020,ACTUALS,Murphy,TE1606      
8/10/2020,ACTUALS,Smith,RD1460      
8/10/2020,ACTUALS,Smith,YZ3606      
8/10/2020,ACTUALS,Murphy,8K1221      
8/10/2020,ACTUALS,Wang,YZ2880      
8/10/2020,ACTUALS,Wang,YZ2880      
8/10/2020,ACTUALS,Murphy,3N1602      
8/10/2020,ACTUALS,Murphy,1DC301      
8/10/2020,ACTUALS,Murphy,9X4081      
8/10/2020,ACTUALS,Garcia,8K1421      
8/9/2020,ACTUALS,Smith,YU3661      
8/9/2020,ACTUALS,Smith,YU3661      
8/9/2020,ACTUALS,Wang,3N1608      
8/9/2020,ACTUALS,Wang,3N1609      
8/9/2020,ACTUALS,Wang,3N1613      
8/9/2020,ACTUALS,Wang,3N1620      
8/9/2020,ACTUALS,Wang,9U7528      
8/9/2020,ACTUALS,Wang,RD1460      
8/9/2020,ACTUALS,Wang,RD1460      
8/9/2020,ACTUALS,Garcia,YU3661      
8/9/2020,ACTUALS,Garcia,YU3661      
8/9/2020,ACTUALS,Ianova,2GH861      
8/9/2020,ACTUALS,Murphy,RD1459      
8/9/2020,ACTUALS,Ianova,RD1460      
8/9/2020,ACTUALS,Ianova,RD1460      
8/9/2020,ACTUALS,Murphy,YU3661      
8/9/2020,ACTUALS,Murphy,YU3661      
8/9/2020,ACTUALS,Murphy,YU3661      
8/9/2020,ACTUALS,Smith,RD1459      
8/9/2020,ACTUALS,Smith,RD1459      
8/9/2020,ACTUALS,Smith,RD1459      
8/9/2020,ACTUALS,Smith,RD1459      
8/9/2020,ACTUALS,Smith,RD1459      
8/9/2020,ACTUALS,Smith,RD1459      
8/9/2020,ACTUALS,Smith,RD1459      
8/9/2020,ACTUALS,Smith,RD1459      
8/9/2020,ACTUALS,Smith,RD1459      
8/9/2020,ACTUALS,Ianova,2JP221      
8/9/2020,ACTUALS,Ianova,RD1460      
8/9/2020,ACTUALS,Smith,YU3661      
8/9/2020,ACTUALS,Smith,YU3661      
8/9/2020,ACTUALS,Smith,YU3661      
8/9/2020,ACTUALS,Smith,YU3661      
8/9/2020,ACTUALS,Smith,YU3661      
8/9/2020,ACTUALS,Smith,YU3661      
8/9/2020,ACTUALS,Smith,YU3661      
8/9/2020,ACTUALS,Smith,YU3661      
8/9/2020,ACTUALS,Smith,YU3661      
8/9/2020,ACTUALS,Smith,YU3661      
8/9/2020,ACTUALS,Smith,YU3661      
8/9/2020,ACTUALS,Smith,RD1460      
8/9/2020,ACTUALS,Ianova,RD1462      
8/9/2020,ACTUALS,Garcia,RD1460      
8/9/2020,ACTUALS,Wang,YU3661      
8/9/2020,ACTUALS,Murphy,YU3661      
8/9/2020,ACTUALS,Murphy,RD1460      
8/9/2020,ACTUALS,Murphy,RD1460      
